城市车商,第几期,车型,众筹金额,分红,每万元分红,天数,收益率,天数乘收益率,收益率除天数
成都11,M8890,现代瑞纳,41000.0,300.0,73.17,16,16.69,267.04,1.043125
SCVB101,M8932,日产轩逸,55000.0,400.0,72.73,15,17.7,265.5,1.18
SCVB105,M9011,丰田锐志,60000.0,500.0,83.33,13,23.4,304.2,1.7999999999999998
西安16,M9038,奔驰E300L,278000.0,1800.0,64.75,11,21.48,236.28,1.9527272727272729
SCVA106,M9216,别克GL8,92000.0,700.0,76.09,6,46.29,277.74,7.715
SCVB102,M9258,丰田锐志,64000.0,400.0,62.5,4,57.03,228.12,14.2575
西安12,M9268,捷豹XFL,236000.0,1400.0,59.32,4,54.13,216.52,13.5325
山东66,M9340,丰田汉兰达,130000.0,700.0,53.85,3,65.51,196.53000000000003,21.83666666666667
西安05,M9420,日产轩逸,78000.0,400.0,51.28,1,187.18,187.18,187.18
重庆01,M6852,奔驰E200L,236000.0,6000.0,254.24,89,10.43,928.27,0.11719101123595504
山东11,M6946,奥迪A4L,156000.0,3800.0,243.59,85,10.46,889.1,0.12305882352941178
长沙38,M7008,奥迪A5,200000.0,4600.0,230.0,81,10.36,839.16,0.12790123456790126
长沙33,M7060,本田雅阁,55000.0,1528.0,277.82,79,12.84,1014.36,0.16253164556962024
长沙34,M7084,丰田雷凌,88000.0,2400.0,272.73,79,12.6,995.4,0.15949367088607594
成都13,M7448,丰田普拉多,264000.0,5800.0,219.7,59,13.59,801.81,0.23033898305084746
重庆03,M7833,奥迪Q3,160000.0,3000.0,187.5,52,13.16,684.32,0.2530769230769231
SCVA114,M7982,丰田凯美瑞,72000.0,1340.0,186.11,48,14.15,679.2,0.2947916666666667
贵阳12,M8013,别克君威,92000.0,1500.0,163.04,45,13.22,594.9,0.2937777777777778
山东38,M8031,奔驰GLA220,203000.0,2684.11,132.22,45,10.72,482.4,0.23822222222222225
长沙39,M8046,丰田凯美瑞,112000.0,1800.0,160.71,44,13.33,586.52,0.3029545454545455
山东38,M8053,奥迪A6L,192000.0,3200.0,166.67,43,14.15,608.45,0.32906976744186045
山东38,M8091,奔驰S320L,330000.0,5200.0,157.58,43,13.38,575.34,0.31116279069767444
山西01,M8287,奥迪A4L,148000.0,2000.0,135.14,35,14.09,493.15,0.4025714285714286
长沙34,M8334,宝马X1,216000.0,2900.0,134.26,36,13.61,489.96,0.3780555555555555
山东58,M8387,福特锐界,164000.0,2100.0,128.05,34,13.75,467.5,0.4044117647058824
NWVB103,M8535,丰田普拉多,270000.0,2700.0,100.0,24,15.21,365.04,0.63375
山东55,M8576,路虎揽胜,984000.0,9400.0,95.53,24,14.53,348.72,0.6054166666666666
SWVK110,M8673,宝马X6,364000.0,3100.0,85.16,21,14.8,310.8,0.7047619047619048
SWVM111,M8831,英菲尼迪QX50,168000.0,1150.0,68.45,16,15.62,249.92,0.97625
南京05,M9027,奥迪A5,369000.0,2000.0,54.2,10,19.78,197.8,1.978
CCVL101,M9040,路虎揽胜,500000.0,2334.0,46.68,9,18.93,170.37,2.103333333333333
SCVI101,M9160,本田飞度,56000.0,224.0,40.0,7,20.86,146.01999999999995,2.98
山东66,M6887,Smart,88000.0,2300.0,261.36,86,11.09,953.74,0.12895348837209306
山东66,M6888,别克君越,118000.0,3000.0,254.24,86,10.79,927.94,0.12546511627906975
长沙12,M6939,奔驰SLK200,208000.0,5000.0,240.38,83,10.57,877.3100000000003,0.12734939759036146
ECVS101,M6989,酷威,90000.0,2100.0,233.33,82,10.39,851.98,0.12670731707317073
SCVB111,M6995,本田CR-V,113000.0,2800.0,247.79,82,11.03,904.46,0.1345121951219512
长沙07,M7013,奥迪A4L,190000.0,4600.0,242.11,80,11.05,884.0,0.138125
长沙02,M7102,宝马523Li,88000.0,2400.0,272.73,76,13.1,995.6,0.1723684210526316
山东55,M7310,路虎揽胜,992000.0,24500.0,246.98,69,13.06,901.14,0.1892753623188406
山东55,M7474,丰田兰德酷路泽,496000.0,11500.0,231.85,63,13.43,846.09,0.2131746031746032
NWVB101,M7873,吉利博瑞,88000.0,1700.0,193.18,50,14.1,705.0,0.282
SCVA106,M8094,雷克萨斯ES350,81000.0,1400.0,172.84,42,15.02,630.84,0.3576190476190476
南京13,M8296,保时捷cayman,464000.0,6300.0,135.78,36,13.77,495.72,0.3825
SCVA103,M8320,丰田锐志,138000.0,1700.0,123.19,33,13.63,449.79,0.4130303030303031
SCVB105,M8350,日产天籁,32000.0,500.0,156.25,34,16.77,570.18,0.4932352941176471
SWVU103,M8523,路虎揽胜,600000.0,6000.0,100.0,25,14.6,365.0,0.584
SWVU103,M8561,丰田普拉多,300000.0,2780.0,92.67,23,14.71,338.3300000000001,0.6395652173913043
SCVA106,M8602,奔驰E260L,262000.0,2400.0,91.6,22,15.2,334.4,0.6909090909090909
西安05,M8674,哈弗H9,150000.0,1200.0,80.0,20,14.6,292.0,0.73
贵阳13,M8734,起亚KX5,124000.0,942.0,75.97,19,14.59,277.21,0.7678947368421053
贵阳13,M8736,奔驰A160,81000.0,648.0,80.0,19,15.37,292.03,0.8089473684210526
山东23,M8818,斯巴鲁森林人,71000.0,500.0,70.42,16,16.07,257.12,1.004375
长沙19,M8938,路虎揽胜运动,320000.0,1800.0,56.25,12,17.11,205.32,1.4258333333333333
SWVM201,M9012,别克君越,84000.0,500.0,59.52,11,19.75,217.25,1.7954545454545454
重庆01,M6786,奔驰GL450,209000.0,5500.0,263.16,89,10.79,960.31,0.12123595505617975
贵阳09,M7164,丰田普拉多,308000.0,7600.0,246.75,69,13.05,900.45,0.18913043478260871
重庆17,M7283,路虎发现4,424000.0,9600.0,226.42,63,13.12,826.56,0.20825396825396825
广东05,M7590,吉利博越,107000.0,2300.0,214.95,57,13.76,784.3199999999997,0.2414035087719298
广东05,M7599,吉利博瑞,98000.0,2000.0,204.08,57,13.07,744.99,0.2292982456140351
广东05,M7600,吉利博越,85000.0,1900.0,223.53,57,14.31,815.6700000000003,0.25105263157894736
SCVA110,M7803,大众朗逸,37000.0,781.0,211.08,52,14.82,770.64,0.28500000000000003
NCVA107,M7808,路虎揽胜,750000.0,13500.0,180.0,50,13.14,657.0,0.26280000000000003
南京05,M7871,奔驰GLK300,268000.0,4700.0,175.37,47,13.62,640.14,0.2897872340425532
长沙30,M8066,大众CC,71000.0,1100.0,154.93,41,13.79,565.39,0.3363414634146341
重庆02,M8073,奥迪Q5,168000.0,2500.0,148.81,41,13.25,543.25,0.3231707317073171
重庆02,M8074,本田歌诗图,100000.0,1500.0,150.0,41,13.35,547.35,0.32560975609756104
山东18,M8120,宝马525Li,294000.0,4200.0,142.86,39,13.37,521.43,0.3428205128205128
SCVA114,M8254,大众捷达,46000.0,700.0,152.17,36,15.43,555.48,0.4286111111111111
广东06,M8335,众泰T600,85000.0,1100.0,129.41,34,13.89,472.26,0.4085294117647059
广东02,M8447,宝马730Li,179000.0,2100.0,117.32,31,13.81,428.11,0.445483870967742
广东02,M8448,日产轩逸,64000.0,800.0,125.0,31,14.72,456.32,0.4748387096774194
广东02,M8449,福特探险者,270000.0,3100.0,114.81,31,13.52,419.12,0.4361290322580645
广东06,M8469,众泰T700,102000.0,1200.0,117.65,31,13.85,429.35,0.4467741935483871
NCVB101,M8551,奔驰E260L,255000.0,2200.0,86.27,22,14.31,314.82,0.6504545454545455
SWVU103,M8562,路虎发现神行,270000.0,2400.0,88.89,22,14.75,324.5,0.6704545454545454
山东66,M8585,丰田汉兰达,130000.0,1100.0,84.62,21,14.71,308.91,0.7004761904761905
西安10,M8650,丰田普拉多,240000.0,1900.0,79.17,19,15.21,288.99,0.8005263157894738
NCVA101,M8885,奔驰C200L,240000.0,1340.0,55.83,13,15.68,203.84,1.206153846153846
SCVB106,M8984,大众迈腾,48000.0,400.0,83.33,11,27.65,304.15,2.513636363636364
成都07,M6752,奔驰E200,248000.0,6200.0,250.0,89,10.25,912.25,0.1151685393258427
重庆01,M6758,路虎发现4,240000.0,6000.0,250.0,89,10.25,912.25,0.1151685393258427
贵阳06,M6896,奔驰E260L,280000.0,6640.0,237.14,83,10.43,865.6899999999997,0.12566265060240964
长沙12,M6909,奔驰R300,232000.0,6000.0,258.62,82,11.51,943.82,0.14036585365853654
西安14,M6912,丰田凯美瑞,103000.0,2500.0,242.72,83,10.67,885.61,0.12855421686746987
合肥07,M6951,Jeep指南者,104000.0,2500.0,240.38,81,10.83,877.23,0.1337037037037037
西安10,M7032,福特探险者,258000.0,7000.0,271.32,76,13.03,990.28,0.17144736842105265
合肥07,M7116,马自达昂克赛拉,80000.0,2150.0,268.75,75,13.08,981.0,0.1744
贵阳03,M7137,保时捷卡宴,442000.0,11300.0,255.66,70,13.33,933.1,0.19042857142857145
重庆17,M7391,玛莎拉蒂总裁,600000.0,12600.0,210.0,58,13.22,766.76,0.22793103448275864
SCVA105,M7458,大众迈腾,100000.0,2190.0,219.0,61,13.1,799.1,0.21475409836065573
NWVB102,M7541,奥迪A6L,122000.0,2700.0,221.31,59,13.69,807.7099999999997,0.2320338983050847
合肥05,M7816,别克昂科威,142000.0,2500.0,176.06,48,13.39,642.72,0.27895833333333336
长沙34,M7967,宝马318Li,222000.0,3700.0,166.67,45,13.52,608.4,0.3004444444444445
长沙31,M8025,丰田兰德酷路泽,504000.0,7600.0,150.79,42,13.1,550.1999999999998,0.3119047619047619
山东43,M8030,奔驰E200L,312000.0,4690.0,150.32,41,13.38,548.58,0.32634146341463416
南京09,M8050,保时捷帕拉梅拉,704000.0,10800.0,153.41,41,13.66,560.0600000000002,0.3331707317073171
贵州01,M8221,奥迪Q5,176000.0,2300.0,130.68,35,13.63,477.05,0.38942857142857146
重庆19,M8282,大众途观,128000.0,1609.0,125.7,35,13.11,458.85,0.37457142857142856
重庆17,M8285,起亚索兰托,40000.0,520.0,130.0,35,13.56,474.6,0.38742857142857146
NCVG103,M8341,奥迪A6L,284000.0,3300.0,116.2,31,13.68,424.08,0.4412903225806452
SWVM106,M8508,奔驰ML350,222000.0,2300.0,103.6,26,14.54,378.04,0.5592307692307692
ECVG112,M8649,MINI,73000.0,584.0,80.0,19,15.37,292.03,0.8089473684210526
CCVA111,M8654,别克GL8,132000.0,1000.0,75.76,18,15.36,276.48,0.8533333333333333
山东22,M8735,奔驰E260L,224000.0,1500.0,66.96,16,15.28,244.48,0.955
CCVA108,M8773,英菲尼迪JX35,212000.0,1300.0,61.32,14,15.99,223.86,1.1421428571428571
SCVB102,M8777,宝马523Li,100000.0,700.0,70.0,15,17.03,255.45,1.1353333333333333
南京14,M8814,保时捷卡宴,462000.0,2772.0,60.0,14,15.64,218.96,1.1171428571428572
SWVU104,M8881,保时捷卡宴,556000.0,3200.0,57.55,12,17.51,210.12,1.4591666666666667
广东02,M8949,丰田汉兰达,201000.0,1100.0,54.73,11,18.16,199.76,1.6509090909090909
广东02,M9022,标致408,100000.0,500.0,50.0,8,22.81,182.48,2.85125
广东02,M9023,日产轩逸,96000.0,528.0,55.0,8,25.09,200.72,3.13625
SCVI101,M9029,丰田锐志,64000.0,352.0,55.0,7,28.68,200.76,4.097142857142857
SWVU102,M9184,奔驰AMG C63,560000.0,2300.0,41.07,3,49.97,149.91,16.656666666666666
成都10,M6695,奔驰GL400,280000.0,5520.0,197.14,90,8.0,720.0,0.08888888888888889
贵阳11,M6731,奔驰E260L,152000.0,4472.0,294.21,88,12.2,1073.6,0.13863636363636364
CCVL101,M6797,奔驰CLS260,250000.0,7334.0,293.36,87,12.31,1070.97,0.14149425287356324
长沙20,M7022,DS6,172000.0,4700.0,273.26,76,13.12,997.12,0.1726315789473684
长沙20,M7033,DS6,145000.0,4000.0,275.86,76,13.25,1007.0,0.17434210526315788
长沙35,M7579,大众宝来,52000.0,1150.0,221.15,55,14.68,807.4,0.2669090909090909
长沙34,M7619,宝马320Li,265000.0,5000.0,188.68,54,12.75,688.5,0.2361111111111111
南京08,M7817,捷豹XJ,270000.0,5000.0,185.19,49,13.79,675.7099999999998,0.2814285714285714
西安05,M8122,宝马116i,108000.0,2089.0,193.43,38,18.58,706.04,0.4889473684210526
长沙35,M8313,雪佛兰科鲁兹,36000.0,550.0,152.78,33,16.9,557.6999999999998,0.5121212121212121
SCVB101,M8864,现代劳恩斯,118000.0,1900.0,161.02,12,48.98,587.76,4.081666666666666
南京09,M6673,奔驰GLA220,204000.0,3980.0,195.1,89,8.0,712.0,0.0898876404494382
成都10,M6694,奔驰S400L,264000.0,7000.0,265.15,89,10.87,967.43,0.12213483146067415
南京05,M6715,福特蒙迪欧,189000.0,4707.0,249.05,88,10.33,909.04,0.11738636363636365
贵州01,M6719,路虎神行者2,197000.0,4000.0,203.05,86,8.62,741.3199999999997,0.10023255813953487
合肥07,M6724,奥迪Q3,168000.0,3980.8,236.95,87,9.94,864.78,0.11425287356321838
长沙09,M7340,丰田埃尔法,448000.0,10000.0,223.21,57,14.29,814.53,0.2507017543859649
ECVD104,M7602,宝马X6,440000.0,7900.0,179.55,53,12.36,655.0799999999998,0.2332075471698113
长沙29,M7847,保时捷卡宴,770000.0,12554.0,163.04,47,12.66,595.02,0.2693617021276596
长沙29,M7903,宝马X5,533000.0,8640.2,162.11,45,13.15,591.75,0.2922222222222222
NCVG102,M8374,宝马730Li,343000.0,3000.0,87.46,29,11.01,319.29,0.3796551724137931
重庆02,M8456,奥迪A4L,140000.0,1520.0,108.57,28,14.15,396.2,0.5053571428571428
成都11,M8569,起亚K4,82000.0,642.0,78.29,19,15.04,285.76,0.7915789473684209
ECVK101,M8810,玛莎拉蒂总裁,310000.0,1550.0,50.0,12,15.21,182.52,1.2675
重庆09,M6662,奥迪Q7,336000.0,8100.0,241.07,87,10.11,879.5699999999997,0.11620689655172413
山东53,M6672,牧马人,158000.0,3800.0,240.51,86,10.21,878.0600000000003,0.11872093023255816
CCVL101,M6721,保时捷Boxster,400000.0,11733.0,293.33,87,12.31,1070.97,0.14149425287356324
天津01,Y338,奔驰GLE43,900000.0,22500.0,250.0,73,12.5,912.5,0.17123287671232876
长沙20,M7015,DS6,142000.0,3900.0,274.65,75,13.37,1002.75,0.17826666666666666
广东04,M7205,蒙迪欧致胜,56000.0,1400.0,250.0,67,13.62,912.54,0.20328358208955224
贵阳15,M7306,酷威,118000.0,2500.0,211.86,59,13.11,773.49,0.22220338983050847
南京09,M7440,英菲尼迪ESQ,108000.0,2400.0,222.22,59,13.75,811.25,0.2330508474576271
山东44,M7521,别克GL8,188000.0,3290.0,175.0,56,11.41,638.96,0.20375
长沙26,M7890,捷豹F-PACE,234000.0,3800.0,162.39,44,13.47,592.6800000000002,0.30613636363636365
SCVA106,M7910,丰田普拉多,292000.0,4700.0,160.96,44,13.35,587.4,0.3034090909090909
CCVA109,M7956,日产帕拉丁,68000.0,1050.0,154.41,42,13.42,563.64,0.31952380952380954
CCVG104,M8173,沃尔沃XC60,136000.0,1700.0,125.0,34,13.42,456.28,0.3947058823529412
山东11,M8180,奥迪Q3,121000.0,1613.0,133.31,35,13.9,486.5,0.3971428571428571
CCVA108,M8187,牧马人,252000.0,2772.0,110.0,34,11.81,401.54,0.3473529411764706
贵阳15,M8211,别克英朗,77000.0,1000.0,129.87,34,13.94,473.96,0.41
SCVA106,M8250,奥迪Q5,176000.0,2200.0,125.0,32,14.26,456.32,0.445625
贵阳15,M8262,宝马X1,129000.0,1500.0,116.28,30,14.15,424.5,0.4716666666666667
南京09,M8289,丰田普拉多,284000.0,3400.0,119.72,31,14.1,437.1,0.4548387096774194
重庆02,M8356,沃尔沃V60,100000.0,1100.0,110.0,28,14.34,401.52,0.5121428571428571
NCVG105,M8398,奔驰GLA200,208000.0,2200.0,105.77,27,14.3,386.1,0.5296296296296297
山西01,M8411,本田雅阁,96000.0,1000.0,104.17,27,14.08,380.16,0.5214814814814814
山东66,M8420,本田CR-V,124000.0,1350.0,108.87,27,14.72,397.44,0.5451851851851852
CCVG104,M8424,别克君越,112000.0,1200.0,107.14,27,14.48,390.96,0.5362962962962963
贵阳06,M8451,福特锐界,165000.0,1700.0,103.03,26,14.46,375.96,0.5561538461538462
山东44,M8494,奥迪A6L,120000.0,1200.0,100.0,25,14.6,365.0,0.584
山东17,M8596,沃尔沃V60,137000.0,1000.0,72.99,17,15.67,266.39,0.9217647058823528
广东01,M8610,丰田RAV4,74000.0,540.0,72.97,17,15.67,266.39,0.9217647058823528
NCVB106,M8669,宝马525Li,300000.0,1900.0,63.33,15,15.41,231.15,1.0273333333333334
SWVK114,M8730,宝马320Li,200000.0,1280.0,64.0,14,16.69,233.66000000000003,1.1921428571428572
CCVA108,M8772,奔驰E260L,232000.0,1350.0,58.19,13,16.34,212.42,1.2569230769230768
SWVM104,M8798,保时捷卡宴,496000.0,2700.0,54.44,12,16.56,198.72,1.38
山东53,M8832,奔驰S300L,340000.0,2100.0,61.76,11,20.49,225.39,1.8627272727272728
SCVB106,M8852,丰田凯美瑞,114000.0,700.0,61.4,10,22.41,224.1,2.241
SCVA102,M8900,日产天籁,28000.0,200.0,71.43,9,28.97,260.73,3.218888888888889
ECVD105,M8967,宝马320Li,186000.0,1100.0,59.14,7,30.84,215.88,4.405714285714286
长沙24,M9002,奥迪A4L,107000.0,385.2,36.0,7,18.77,131.39,2.6814285714285715
南京07,M9074,宝马320Li,208000.0,1000.0,48.08,3,58.49,175.47,19.496666666666666
重庆01,M6661,奥迪Q5,240000.0,6000.0,250.0,88,10.37,912.56,0.11784090909090908
CCVL101,M6753,路虎揽胜运动,300000.0,8682.0,289.4,85,12.43,1056.55,0.14623529411764705
贵阳03,M6944,大众帕萨特,96000.0,2700.0,281.25,78,13.16,1026.48,0.1687179487179487
贵阳03,M6984,大众迈腾,123000.0,3400.0,276.42,76,13.28,1009.28,0.17473684210526316
太原15,M7290,奔驰A160,78000.0,1750.0,224.36,61,13.42,818.62,0.22
山东11,M7302,大众高尔夫,94000.0,2200.0,234.04,63,13.56,854.2800000000003,0.21523809523809528
SCVB106,M7335,大众速腾,81000.0,1850.0,228.4,62,13.45,833.9,0.21693548387096773
重庆18,M7387,宝马525Li,288000.0,6000.0,208.33,57,13.34,760.38,0.23403508771929826
NCVG101,M7517,日产天籁,124000.0,2500.0,201.61,56,13.14,735.84,0.23464285714285715
重庆09,M7550,福特新蒙迪欧,116000.0,2200.0,189.66,53,13.06,692.1800000000003,0.24641509433962264
山东43,M7662,本田CR-V,118000.0,2100.0,177.97,47,13.82,649.54,0.29404255319148936
山东35,M7765,奔驰R300L,240000.0,4000.0,166.67,44,13.83,608.52,0.31431818181818183
长沙29,M7888,保时捷Macan,514000.0,8200.0,159.53,44,13.23,582.12,0.3006818181818182
长沙34,M7955,本田缤智,129000.0,2000.0,155.04,41,13.8,565.8000000000002,0.33658536585365856
长沙29,M8027,丰田普拉多,309000.0,4300.0,139.16,38,13.37,508.06,0.3518421052631579
山东20,M8041,凯迪拉克XTS,176000.0,2400.0,136.36,37,13.45,497.65,0.3635135135135135
SCVB106,M8047,丰田汉兰达,156000.0,2100.0,134.62,37,13.28,491.36,0.3589189189189189
SCVB115,M8275,起亚K5,66000.0,800.0,121.21,31,14.27,442.37,0.4603225806451613
长沙29,M8304,日产途乐,404000.0,4500.0,111.39,30,13.55,406.5,0.4516666666666667
长沙39,M8409,丰田锐志,88000.0,900.0,102.27,26,14.36,373.36,0.5523076923076923
合肥03,M8483,奔驰S400L,920000.0,10120.0,110.0,26,15.44,401.44,0.5938461538461538
合肥03,M8484,奔驰S400L,920000.0,10120.0,110.0,26,15.44,401.44,0.5938461538461538
NWVB101,M8525,别克凯越,44000.0,400.0,90.91,20,16.59,331.8,0.8295
NCVA107,M8611,奔驰C260L,240000.0,1632.0,68.0,16,15.51,248.16,0.969375
重庆04,M8759,长安CX30,18000.0,114.0,63.33,13,17.78,231.14,1.3676923076923078
贵阳13,M8783,宝马525Li,216000.0,1296.0,60.0,10,21.9,219.0,2.19
贵阳13,M8808,丰田普拉多,228000.0,1200.0,52.63,10,19.21,192.1,1.921
山东44,M9126,奥迪A6L,109000.0,300.0,27.52,1,100.46,100.46,100.46
贵州03,M6634,宝马X5,464000.0,11392.0,245.52,85,10.54,895.9,0.124
长沙07,M6853,凯迪拉克XTS,175000.0,4500.0,257.14,81,11.59,938.79,0.14308641975308642
山东10,M6880,奥迪A4L,216000.0,5900.0,273.15,79,12.62,996.98,0.15974683544303794
山东10,M6885,奔驰E320,320000.0,8800.0,275.0,78,12.87,1003.86,0.16499999999999998
长沙35,M7071,丰田汉兰达,92000.0,2300.0,250.0,70,13.04,912.8,0.18628571428571428
西安21,M7143,哈弗H6,59000.0,1377.0,233.39,69,12.35,852.15,0.1789855072463768
SCVB106,M7273,丰田凯美瑞,84000.0,1800.0,214.29,63,12.41,781.83,0.19698412698412696
山东18,M7379,本田CR-V,146000.0,3100.0,212.33,58,13.36,774.88,0.2303448275862069
CCVA106,M7515,牧马人,281000.0,5083.0,180.89,49,13.47,660.0300000000002,0.2748979591836735
西安05,M7598,福特锐界,153000.0,2759.0,180.33,50,13.16,658.0,0.2632
西安05,M7914,奥迪A4,54000.0,950.0,175.93,42,15.29,642.18,0.36404761904761895
广东03,M8129,本田哥瑞,67000.0,900.0,134.33,34,14.42,490.28,0.4241176470588235
贵阳17,M8219,现代ix25,88000.0,1100.0,125.0,32,14.26,456.32,0.445625
CCVA108,M8277,路虎发现4,288000.0,3000.0,104.17,28,13.58,380.24,0.485
贵阳08,M8261,奥迪Q7,248000.0,2800.0,112.9,29,14.21,412.09,0.4900000000000001
贵阳07,M8295,捷豹XF,232000.0,2500.0,107.76,27,14.57,393.39,0.5396296296296297
成都13,M8302,起亚K5,86000.0,1000.0,116.28,29,14.64,424.56,0.5048275862068966
SCVA106,M8385,奥迪A4L,89000.0,1000.0,112.36,26,15.77,410.02,0.6065384615384615
山东69,M8394,宝马X5,221000.0,2300.0,104.07,26,14.61,379.86,0.5619230769230769
长沙35,M8450,奥迪A6L,216000.0,2100.0,97.22,25,14.19,354.75,0.5676
SWVU102,M8532,丰田凯美瑞,60000.0,432.0,72.0,17,15.46,262.82,0.9094117647058824
SWVB102,M8545,宝马320Li,147000.0,1000.0,68.03,16,15.52,248.32,0.97
广东02,M8661,本田CR-V,157000.0,1000.0,63.69,13,17.88,232.44,1.3753846153846152
广东02,M8662,本田杰德,103000.0,670.0,65.05,13,18.26,237.38,1.4046153846153848
成都13,M8819,宝马320Li,164000.0,983.0,59.94,9,24.31,218.79,2.701111111111111
NWVB103,M8993,宝马525Li,284000.0,1500.0,52.82,5,38.56,192.8,7.7120000000000015
广东02,M8950,本田杰德,132000.0,462.0,35.0,6,21.29,127.74,3.5483333333333333
广东02,M9024,日产骐达,83000.0,249.0,30.0,3,36.5,109.5,12.166666666666664
SCVA111,M9055,大众夏朗,164000.0,600.0,36.59,2,66.77,133.54,33.385
西安04,M6682,保时捷卡宴,552000.0,13400.0,242.75,83,10.68,886.4399999999997,0.12867469879518073
长沙34,M7085,别克英朗,84000.0,2100.0,250.0,70,13.04,912.8,0.18628571428571428
长沙34,M7086,别克英朗,84000.0,2200.0,261.9,70,13.66,956.2,0.19514285714285715
长沙34,M7209,大众朗逸,100000.0,2400.0,240.0,64,13.69,876.16,0.21390625
长沙34,M7210,大众朗逸,100000.0,2300.0,230.0,64,13.12,839.68,0.205
长沙13,M7244,日产奇骏,73000.0,1700.0,232.88,63,13.49,849.87,0.21412698412698414
重庆31,M7298,路虎神行者2,240000.0,4080.0,170.0,61,10.17,620.37,0.16672131147540986
贵阳12,M7373,别克君越,92000.0,1900.0,206.52,55,13.71,754.0500000000003,0.2492727272727273
广东04,M7629,别克英朗,52000.0,1000.0,192.31,49,14.32,701.6800000000003,0.2922448979591837
贵阳03,M7882,宝马X1,128000.0,1900.0,148.44,41,13.21,541.61,0.3221951219512195
SCVA111,M7961,日产逍客,74000.0,1164.0,157.3,39,14.72,574.08,0.3774358974358975
长沙31,M8014,丰田普拉多,316000.0,4256.0,134.68,36,13.66,491.76,0.3794444444444445
贵阳12,M8016,雪佛兰科鲁兹,80000.0,1100.0,137.5,36,13.94,501.84,0.3872222222222222
NCVB101,M8023,奔驰CLS350,375000.0,5000.0,133.33,36,13.52,486.72,0.3755555555555555
SCVA114,M8085,丰田凯美瑞,89000.0,1200.0,134.83,34,14.47,491.98,0.4255882352941177
西安21,M8251,别克君越,98000.0,1200.0,122.45,28,15.96,446.88,0.5700000000000001
山西01,M8286,众泰T600,60000.0,700.0,116.67,29,14.68,425.72,0.5062068965517241
山东02,M8294,沃尔沃XC60,172000.0,1880.0,109.3,27,14.78,399.06,0.5474074074074073
重庆02,M8299,奔驰C200L,228000.0,2400.0,105.26,27,14.23,384.21,0.5270370370370371
重庆02,M8309,奥迪A6L,144000.0,1500.0,104.17,26,14.62,380.12,0.5623076923076923
贵阳01,M8361,宝马525Li,267000.0,2700.0,101.12,25,14.76,369.0,0.5904
贵阳01,M8367,奔驰E260L,256000.0,2600.0,101.56,25,14.83,370.75,0.5932
CCVA109,M8393,丰田普拉多,176000.0,1700.0,96.59,24,14.69,352.56,0.6120833333333333
